CAMK1G,-0.000562836
ATIC,-0.001270751
SELENOH,-0.000720305
ETV4,-0.00084237
KCNS3,-0.000565362
C19orf73,-0.001839427
S100P,-0.000938385
MAPK8IP3,-0.001208224
OR5K2,-0.001459761
GCM1,-0.000543233
CYP8B1,-0.002005488
FRMD5,-0.001613657
PCDH12,-0.000987589
SRPRB,-0.001267941
HACD2,-0.001866094
PUS10,-0.000428296
CDC25B,-0.002578949
NUDT17,-0.000561938
WNT16,-0.00093854
RPS4Y1,-0.001681758
GARNL3,-0.001715299
TSPOAP1,-0.002767608
SLC26A1,-0.000974715
ACMSD,-0.001500748
ALOX12B,-0.003463919
KDF1,-0.00147398
PTPN18,-0.00799981
XPNPEP1,-0.002790187
SLC25A13,-0.001473667
RBM26,-0.000831431
DNMT3A,-0.001329557
REV1,-0.001221157
SGSM1,-0.005955475
ZMIZ1,-0.001486093
PHYHIPL,-0.003505208
HPX,-0.001502883
TNS1,-0.002680389
SPATA31A7,-0.007240609
C11orf87,-0.001304843
PCID2,-0.000710495
ACTBL2,-0.001025917
UPF1,-0.000345898
NDUFB6,-0.001886376
DCAF8L1,-0.000630557
FAM83C,-0.001225349
RMDN2,-0.001339716
CLEC5A,-0.001114016
ZBTB22,-0.000556889
NLRP3,-0.00059875
SP5,-0.001791008
ULBP3,-0.00075871
TREML2,-0.002535988
CNNM2,-0.000420439
RFNG,-0.002263595
